z(m),CH2CH3(S),CH3(S),H(S),CH2(S),CHCH3(S),CH2CH2(S),CH(S),CCH3(S),CHCH2(S),C(S),CCH2(S),CHCH(S),CCH(S),CC(S),CH4(S),PT(S)
0.000000e+00,2.394264e-07,3.901079e-10,3.357317e-04,2.440973e-08,2.628500e-11,1.331599e-09,1.960118e-01,3.953469e-03,1.196813e-07,6.292844e-01,2.115487e-02,2.278296e-05,1.006912e-05,3.582102e-06,4.186896e-13,1.492229e-01
1.000000e-06,1.838667e-07,3.399291e-10,3.946211e-04,5.103068e-08,3.911899e-11,3.148084e-09,2.742295e-01,4.210058e-03,1.287863e-07,5.886421e-01,1.512533e-02,5.958101e-05,1.676085e-05,3.986745e-06,1.734155e-12,1.173177e-01
1.450000e-06,1.735346e-07,3.425791e-10,4.093440e-04,5.956394e-08,4.383538e-11,3.715010e-09,2.931315e-01,4.367542e-03,1.339853e-07,5.761738e-01,1.438173e-02,7.195866e-05,1.846135e-05,4.021056e-06,2.277326e-12,1.114413e-01
1.900000e-06,1.657446e-07,3.481179e-10,4.209659e-04,6.707724e-08,4.827124e-11,4.204158e-09,3.082538e-01,4.525495e-03,1.391543e-07,5.657526e-01,1.392460e-02,8.306760e-05,1.985103e-05,4.037263e-06,2.816120e-12,1.070152e-01
2.350000e-06,1.595006e-07,3.549846e-10,4.304726e-04,7.384706e-08,5.251139e-11,4.636411e-09,3.208736e-01,4.681452e-03,1.442313e-07,5.568016e-01,1.362709e-02,9.324634e-05,2.103417e-05,4.044623e-06,3.354952e-12,1.034671e-01
2.800000e-06,1.542962e-07,3.624825e-10,4.384444e-04,8.004177e-08,5.660513e-11,5.024724e-09,3.317048e-01,4.834594e-03,1.491992e-07,5.489571e-01,1.342824e-02,1.027017e-04,2.206909e-05,4.047224e-06,3.895957e-12,1.005076e-01
3.250000e-06,1.498390e-07,3.702627e-10,4.452536e-04,8.577353e-08,6.058394e-11,5.377818e-09,3.411901e-01,4.984692e-03,1.540557e-07,5.419758e-01,1.329475e-02,1.115715e-04,2.299189e-05,4.047106e-06,4.440228e-12,9.797037e-02
3.700000e-06,1.459454e-07,3.781368e-10,4.511539e-04,9.112183e-08,6.446922e-11,5.701908e-09,3.496239e-01,5.131750e-03,1.588044e-07,5.356872e-01,1.320674e-02,1.199536e-04,2.382659e-05,4.045372e-06,4.988325e-12,9.575104e-02
4.150000e-06,1.424918e-07,3.859985e-10,4.563259e-04,9.614554e-08,6.827631e-11,6.001614e-09,3.572127e-01,5.275866e-03,1.634506e-07,5.299667e-01,1.315159e-02,1.279203e-04,2.459002e-05,4.042658e-06,5.540516e-12,9.377987e-02
4.600000e-06,1.393917e-07,3.937865e-10,4.609028e-04,1.008898e-07,7.201655e-11,6.280481e-09,3.641070e-01,5.417175e-03,1.680003e-07,5.247209e-01,1.312085e-02,1.355274e-04,2.529445e-05,4.039347e-06,6.096901e-12,9.200788e-02
5.050000e-06,1.365817e-07,4.014649e-10,4.649856e-04,1.053902e-07,7.569866e-11,6.541302e-09,3.704201e-01,5.555824e-03,1.724594e-07,5.198778e-01,1.310868e-02,1.428185e-04,2.594916e-05,4.035679e-06,6.657483e-12,9.039938e-02
5.500000e-06,1.340142e-07,4.090135e-10,4.686524e-04,1.096753e-07,7.932947e-11,6.786322e-09,3.762397e-01,5.691957e-03,1.768334e-07,5.153805e-01,1.311089e-02,1.498290e-04,2.656130e-05,4.031803e-06,7.222206e-12,8.892749e-02
5.950000e-06,1.316522e-07,4.164214e-10,4.719650e-04,1.137687e-07,8.291444e-11,7.017377e-09,3.816348e-01,5.825713e-03,1.811275e-07,5.111834e-01,1.312438e-02,1.565879e-04,2.713655e-05,4.027821e-06,7.790976e-12,8.757151e-02
6.400000e-06,1.294668e-07,4.236837e-10,4.749732e-04,1.176898e-07,8.645806e-11,7.235991e-09,3.866609e-01,5.957220e-03,1.853463e-07,5.072496e-01,1.314685e-02,1.631194e-04,2.767948e-05,4.023797e-06,8.363684e-12,8.631513e-02
6.850000e-06,1.274347e-07,4.307990e-10,4.777174e-04,1.214551e-07,8.996401e-11,7.443444e-09,3.913633e-01,6.086599e-03,1.894942e-07,5.035485e-01,1.317654e-02,1.694440e-04,2.819381e-05,4.019774e-06,8.940206e-12,8.514524e-02
7.300000e-06,1.255369e-07,4.377685e-10,4.802309e-04,1.250787e-07,9.343541e-11,7.640824e-09,3.957795e-01,6.213961e-03,1.935750e-07,5.000543e-01,1.321206e-02,1.755790e-04,2.868265e-05,4.015781e-06,9.520415e-12,8.405119e-02
7.750000e-06,1.237577e-07,4.445949e-10,4.825414e-04,1.285725e-07,9.687489e-11,7.829063e-09,3.999407e-01,6.339407e-03,1.975923e-07,4.967457e-01,1.325234e-02,1.815396e-04,2.914861e-05,4.011836e-06,1.010418e-11,8.302417e-02
8.200000e-06,1.220841e-07,4.512817e-10,4.846723e-04,1.319472e-07,1.002847e-10,8.008969e-09,4.038733e-01,6.463031e-03,2.015494e-07,4.936042e-01,1.329652e-02,1.873388e-04,2.959388e-05,4.007952e-06,1.069138e-11,8.205682e-02
8.650000e-06,1.205049e-07,4.578330e-10,4.866434e-04,1.352119e-07,1.036669e-10,8.181243e-09,4.076000e-01,6.584920e-03,2.054493e-07,4.906141e-01,1.334390e-02,1.929882e-04,3.002037e-05,4.004135e-06,1.128189e-11,8.114295e-02
9.100000e-06,1.190108e-07,4.642531e-10,4.884717e-04,1.383747e-07,1.070231e-10,8.346503e-09,4.111401e-01,6.705155e-03,2.092947e-07,4.877617e-01,1.339391e-02,1.984980e-04,3.042970e-05,4.000390e-06,1.187559e-11,8.027725e-02
9.550000e-06,1.175937e-07,4.705468e-10,4.901716e-04,1.414427e-07,1.103549e-10,8.505292e-09,4.145105e-01,6.823807e-03,2.130881e-07,4.850351e-01,1.344609e-02,2.038771e-04,3.082329e-05,3.996718e-06,1.247236e-11,7.945518e-02
1.000000e-05,1.162466e-07,4.767183e-10,4.917559e-04,1.444224e-07,1.136635e-10,8.658091e-09,4.177257e-01,6.940947e-03,2.168319e-07,4.824239e-01,1.350007e-02,2.091337e-04,3.120239e-05,3.993121e-06,1.307209e-11,7.867282e-02
1.450000e-05,1.055802e-07,5.326340e-10,5.031113e-04,1.703839e-07,1.456932e-10,9.933048e-09,4.435668e-01,8.041146e-03,2.519448e-07,4.610607e-01,1.408814e-02,2.562693e-04,3.438756e-05,3.960842e-06,1.921149e-11,7.244496e-02
1.900000e-05,9.810679e-08,5.803130e-10,5.096801e-04,1.914434e-07,1.762341e-10,1.089867e-08,4.620794e-01,9.039186e-03,2.837408e-07,4.453008e-01,1.469018e-02,2.962211e-04,3.683647e-05,3.933708e-06,2.555783e-11,6.804315e-02
2.350000e-05,9.243766e-08,6.220561e-10,5.138314e-04,2.093060e-07,2.056517e-10,1.167490e-08,4.763542e-01,9.960713e-03,3.130666e-07,4.328465e-01,1.526899e-02,3.312586e-04,3.883099e-05,3.909936e-06,3.205980e-11,6.468114e-02
2.800000e-05,8.792023e-08,6.593163e-10,5.166065e-04,2.248936e-07,2.341558e-10,1.232363e-08,4.878794e-01,1.082170e-02,3.404449e-07,4.225707e-01,1.581658e-02,3.626528e-04,4.051368e-05,3.888444e-06,3.868428e-11,6.198726e-02
3.250000e-05,8.419695e-08,6.930600e-10,5.185358e-04,2.387686e-07,2.618840e-10,1.288099e-08,4.974840e-01,1.163298e-02,3.662277e-07,4.138373e-01,1.633274e-02,3.912037e-04,4.196759e-05,3.868582e-06,4.540881e-11,5.975674e-02
3.700000e-05,8.105151e-08,7.239628e-10,5.199170e-04,2.513016e-07,2.889345e-10,1.336990e-08,5.056760e-01,1.240232e-02,3.906671e-07,4.062519e-01,1.681949e-02,4.174546e-04,4.324576e-05,3.849939e-06,5.221748e-11,5.786506e-02
4.150000e-05,7.834356e-08,7.525160e-10,5.209293e-04,2.627515e-07,3.153812e-10,1.380577e-08,5.127885e-01,1.313555e-02,4.139512e-07,3.995538e-01,1.727939e-02,4.417952e-04,4.438429e-05,3.832247e-06,5.909868e-11,5.623108e-02
4.600000e-05,7.597715e-08,7.790892e-10,5.216861e-04,2.733065e-07,3.412821e-10,1.419945e-08,5.190512e-01,1.383719e-02,4.362259e-07,3.935613e-01,1.771496e-02,4.645164e-04,4.540894e-05,3.815320e-06,6.604367e-11,5.479910e-02
5.050000e-05,7.388396e-08,8.039679e-10,5.222625e-04,2.831086e-07,3.666841e-10,1.455885e-08,5.246291e-01,1.451083e-02,4.576068e-07,3.881433e-01,1.812849e-02,4.858421e-04,4.633883e-05,3.799025e-06,7.304573e-11,5.352929e-02
